25543,jup_weekly_ch_s0_mp_w1_d1_revenge_kills,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,CHALLENGE/JUP_CH_WEEKLY_REVENGE_KILLS_DESC,5,2500,,0,1,MP,1699466400,1701881999,1699466400,1701881999,0
25542,jup_weekly_ch_s0_mp_w1_d2_ar_charlie_kills,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,CHALLENGE/JUP_CH_WEEKLY_AR_CHARLIE_KILLS_DESC,20,5000,,0,1,MP,1699466400,1701881999,1699466400,1701881999,0
25541,jup_weekly_ch_s0_mp_w1_d2_silenced_ar_kills,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,CHALLENGE/JUP_CH_WEEKLY_SILENCED_AR_KILLS_DESC,20,5000,,0,1,MP,1699466400,1701881999,1699466400,1701881999,0
25540,jup_weekly_ch_s0_mp_w1_d2_scoped_ar_kills,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,CHALLENGE/JUP_CH_WEEKLY_SCOPED_AR_KILLS_DESC,15,5000,,0,1,MP,1699466400,1701881999,1699466400,1701881999,0
25539,jup_weekly_ch_s0_mp_w1_d3_sliding_kills,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,CHALLENGE/JUP_CH_WEEKLY_SLIDING_KILLS_DESC,10,7500,,0,1,MP,1699466400,1701881999,1699466400,1701881999,0
25538,jup_weekly_ch_s0_mp_w1_d3_ar_charlie_headshots,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,CHALLENGE/JUP_CH_WEEKLY_AR_CHARLIE_HEADSHOTS_DESC,15,7500,,0,1,MP,1699466400,1701881999,1699466400,1701881999,0
25537,jup_weekly_ch_s0_mp_w1_d4_sniper_triple_kills,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,CHALLENGE/JUP_CH_WEEKLY_SNIPER_TRIPLE_KILLS_DESC,1,10000,,0,1,MP,1699466400,1701881999,1699466400,1701881999,0
15305,jup_aa_s0_w1_dmz_0,,,1,,,0,1,DMZ,1699466400,1701881999,1699466400,1701881999,0
15306,jup_aa_s0_w1_dmz_1,,,1,,,0,1,DMZ,1699466400,1701881999,1699466400,1701881999,0
15307,jup_aa_s0_w1_dmz_2,,,1,,,0,1,DMZ,1699466400,1701881999,1699466400,1701881999,0
15308,jup_aa_s0_w1_dmz_3,,,1,,,0,1,DMZ,1699466400,1701881999,1699466400,1701881999,0
15309,jup_aa_s0_w1_dmz_4,,,1,,,0,1,DMZ,1699466400,1701881999,1699466400,1701881999,0
15310,jup_aa_s0_w1_dmz_5,,,1,,,0,1,DMZ,1699466400,1701881999,1699466400,1701881999,0
15311,jup_aa_s0_w1_dmz_6,,,1,,,0,1,DMZ,1699466400,1701881999,1699466400,1701881999,0
15313,jup_aa_s0_w1_zm_0,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,JUP_OB_WEEKLY/JUP_OB_WEEKLY_KILLS_DESC,250,2500,,0,1,ZM,1699466400,1701881999,1699466400,1701881999,0
15314,jup_aa_s0_w1_zm_1,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,JUP_OB_WEEKLY/JUP_OB_WEEKLY_AR_CHARLIE_KILLS_DESC,100,5000,,0,1,ZM,1699466400,1701881999,1699466400,1701881999,0
15315,jup_aa_s0_w1_zm_2,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,JUP_OB_WEEKLY/JUP_OB_WEEKLY_SILENCED_AR_KILLS_DESC,100,5000,,0,1,ZM,1699466400,1701881999,1699466400,1701881999,0
15316,jup_aa_s0_w1_zm_3,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,JUP_OB_WEEKLY/JUP_OB_WEEKLY_SCOPED_AR_KILLS_DESC,150,5000,,0,1,ZM,1699466400,1701881999,1699466400,1701881999,0
15317,jup_aa_s0_w1_zm_4,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,JUP_OB_WEEKLY/JUP_OB_WEEKLY_PHD_FLOPPER_KILLS_DESC,30,7500,,0,1,ZM,1699466400,1701881999,1699466400,1701881999,0
15318,jup_aa_s0_w1_zm_5,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,JUP_OB_WEEKLY/JUP_OB_WEEKLY_AR_CHARLIE_CRITS_DESC,150,7500,,0,1,ZM,1699466400,1701881999,1699466400,1701881999,0
15319,jup_aa_s0_w1_zm_6,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,JUP_OB_WEEKLY/JUP_OB_WEEKLY_MEDIUM_OR_HIGH_THREAT_KILLS_DESC,200,10000,,0,1,ZM,1699466400,1701881999,1699466400,1701881999,0
15321,jup_aa_tracker_s0_w1,,CHALLENGE/JUP_CH_WEEKLY_W1_TRACKER_DESC,5,,23996,0,1,WeeklyTracker,1699466400,1701881999,1699466400,1701881999,0
14643,jup_aa_tracker_season_0,,CHALLENGE/JUP_CH_WEEKLY_SEASONAL_TRACKER_DESC,4,,46050,0,0,SeasonTracker,1697821200,1701881999,1665391906,1698962959,0
15612,jup_weekly_ch_s0_mp_w2_d1_assists,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,CHALLENGE/JUP_CH_WEEKLY_ASSISTS_DESC,10,2500,,0,2,MP,1700071200,1701881999,1700071200,1701881999,0
25544,jup_weekly_ch_s0_mp_w2_d2_moving_kills,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,CHALLENGE/JUP_CH_WEEKLY_MOVING_KILLS_DESC,25,5000,,0,2,MP,1700071200,1701881999,1700071200,1701881999,0
25545,jup_weekly_ch_s0_mp_w2_d2_jup_jp08_lm_qbravo95lsw_ads_kills,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,CHALLENGE/JUP_CH_WEEKLY_JUP_JP08_LM_QBRAVO95LSW_ADS_KILLS_DESC,20,5000,,0,2,MP,1700071200,1701881999,1700071200,1701881999,0
25546,jup_weekly_ch_s0_mp_w2_d2_ar_ads_kills,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,CHALLENGE/JUP_CH_WEEKLY_AR_ADS_KILLS_DESC,20,5000,,0,2,MP,1700071200,1701881999,1700071200,1701881999,0
25547,jup_weekly_ch_s0_mp_w2_d3_jup_jp08_lm_qbravo95lsw_hipfire_kills,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,CHALLENGE/JUP_CH_WEEKLY_JUP_JP08_LM_QBRAVO95LSW_HIPFIRE_KILLS_DESC,20,7500,,0,2,MP,1700071200,1701881999,1700071200,1701881999,0
25548,jup_weekly_ch_s0_mp_w2_d3_ar_hipfire_kills,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,CHALLENGE/JUP_CH_WEEKLY_AR_HIPFIRE_KILLS_DESC,20,7500,,0,2,MP,1700071200,1701881999,1700071200,1701881999,0
16624,jup_weekly_ch_s0_mp_w2_d4_collateral_kills,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,CHALLENGE/JUP_CH_WEEKLY_COLLATERAL_KILLS_DESC,3,10000,,0,2,MP,1700071200,1701881999,1700071200,1701881999,0
15435,jup_aa_s0_w2_dmz_0,,,1,,,0,2,DMZ,1700071200,1701881999,1700071200,1701881999,0
15436,jup_aa_s0_w2_dmz_1,,,1,,,0,2,DMZ,1700071200,1701881999,1700071200,1701881999,0
15437,jup_aa_s0_w2_dmz_2,,,1,,,0,2,DMZ,1700071200,1701881999,1700071200,1701881999,0
15438,jup_aa_s0_w2_dmz_3,,,1,,,0,2,DMZ,1700071200,1701881999,1700071200,1701881999,0
15439,jup_aa_s0_w2_dmz_4,,,1,,,0,2,DMZ,1700071200,1701881999,1700071200,1701881999,0
15440,jup_aa_s0_w2_dmz_5,,,1,,,0,2,DMZ,1700071200,1701881999,1700071200,1701881999,0
15441,jup_aa_s0_w2_dmz_6,,,1,,,0,2,DMZ,1700071200,1701881999,1700071200,1701881999,0
15442,jup_aa_s0_w2_zm_0,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,JUP_OB_WEEKLY/JUP_OB_WEEKLY_CONTRACTS_DESC,5,2500,,0,2,ZM,1700071200,1701881999,1700071200,1701881999,0
15443,jup_aa_s0_w2_zm_1,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,JUP_OB_WEEKLY/JUP_OB_WEEKLY_HELLHOUND_KILLS_DESC,25,5000,,0,2,ZM,1700071200,1701881999,1700071200,1701881999,0
15444,jup_aa_s0_w2_zm_2,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,JUP_OB_WEEKLY/JUP_OB_WEEKLY_AR_HIPFIRE_KILLS_DESC,100,5000,,0,2,ZM,1700071200,1701881999,1700071200,1701881999,0
