ping_pickup_generic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item,obloot_essence_small,currency,1,100,23152,essence,,,,,SHARED_HINTSTRINGS/ESSENCE_CONTAINER,SHARED_HINTSTRINGS/ESSENCE_CONTAINER,ui_icons_zombie_essence,ui_zm_core_purchase_success,,,,,,1,,,,,,,,,,,ping_pickup_generic,,,
item,obloot_essence_large,currency,2,1000,28188,essence,,,,,SHARED_HINTSTRINGS/ESSENCE_CONTAINER_LARGE,SHARED_HINTSTRINGS/ESSENCE_CONTAINER_LARGE,ui_icons_zombie_essence,ui_zm_core_purchase_success,,,,,,1,,,,,,,,,,,ping_pickup_generic,,,
item,obloot_essence_large_aethertear,currency,2,1000,35529,essence,,,,,SHARED_HINTSTRINGS/ESSENCE_CONTAINER_LARGE,SHARED_HINTSTRINGS/ESSENCE_CONTAINER_LARGE,ui_icons_zombie_essence,ui_zm_core_purchase_success,,,,,,1,,,,,,,,,,,ping_pickup_generic,,,
ping_pickup_generic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ping_pickup_generic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item,obloot_ammomod_napalmburst,upgrade,3,1,11890,,,,,,SHARED_HINTSTRINGS/AMMOMOD_NAPALMBURST,SHARED_HINTSTRINGS/AMMOMOD_NAPALMBURST,icon_modifier_ammo_drain,ui_zm_core_purchase_success,,,1,napalmburst,,1,,,,,,,,,,,ping_pickup_generic,,,
item,obloot_ammomod_deadwire,upgrade,3,1,11894,,,,,,SHARED_HINTSTRINGS/AMMOMOD_DEADWIRE,SHARED_HINTSTRINGS/AMMOMOD_DEADWIRE,icon_modifier_ammo_drain,ui_zm_core_purchase_success,,,1,deadwire,,1,,,,,,,,,,,ping_pickup_generic,,,
item,obloot_ammomod_cryofreeze,upgrade,3,1,11891,,,,,,SHARED_HINTSTRINGS/AMMOMOD_CRYOFREEZE,SHARED_HINTSTRINGS/AMMOMOD_CRYOFREEZE,icon_modifier_ammo_drain,ui_zm_core_purchase_success,,,1,cryofreeze,,1,,,,,,,,,,,,,,
item,obloot_ammomod_brainrot,upgrade,3,1,11893,,,,,,SHARED_HINTSTRINGS/AMMOMOD_BRAINROT,SHARED_HINTSTRINGS/AMMOMOD_BRAINROT,icon_modifier_ammo_drain,ui_zm_core_purchase_success,,,1,brainrot,,1,,,,,,,,,,,,,,
item,obloot_ammomod_shatterblast,upgrade,3,1,11895,,,,,,SHARED_HINTSTRINGS/AMMOMOD_SHATTERBLAST,SHARED_HINTSTRINGS/AMMOMOD_SHATTERBLAST,icon_modifier_ammo_drain,ui_zm_core_purchase_success,,,1,shatterblast,,1,,,,,,,,,,,,,,
item,obloot_aether_tool,upgrade,3,1,11889,,,,,,SHARED_HINTSTRINGS/AETHER_TOOL,SHARED_HINTSTRINGS/AETHER_TOOL_DESC,jup_hud_icon_item_aethertool_uncommon,ui_zm_core_purchase_success,,,1,aethertool,,1,,,,,,,,,,,ping_pickup_generic,,,
item,obloot_aether_tool_2,upgrade,3,1,18137,,,,,,SHARED_HINTSTRINGS/AETHER_TOOL_2,SHARED_HINTSTRINGS/AETHER_TOOL_DESC_2,jup_hud_icon_item_aethertool_rare,ui_zm_core_purchase_success,,,1,aethertool,,1,,,,,,,,,,,ping_pickup_generic,,,
item,obloot_aether_tool_3,upgrade,3,1,18136,,,,,,SHARED_HINTSTRINGS/AETHER_TOOL_3,SHARED_HINTSTRINGS/AETHER_TOOL_DESC_3,jup_hud_icon_item_aethertool_epic,ui_zm_core_purchase_success,,,1,aethertool,,1,,,,,,,,,,,ping_pickup_generic,,,
item,obloot_aether_tool_4,upgrade,3,1,18138,,,,,,SHARED_HINTSTRINGS/AETHER_TOOL_4,SHARED_HINTSTRINGS/AETHER_TOOL_DESC_4,jup_hud_icon_item_aethertool_legendary,ui_zm_core_purchase_success,,,1,aethertool,,1,,,,,,,,,,,ping_pickup_generic,,,
item,obloot_aether_crystal,upgrade,3,1,11892,,,,,,SHARED_HINTSTRINGS/AETHER_CRYSTAL,SHARED_HINTSTRINGS/AETHER_CRYSTAL_DESC,jup_ui_icon_crystal_rare,ui_zm_core_purchase_success,,,1,aethercrystal,,1,,,,,,,,,,,ping_pickup_generic,,,
item,obloot_aether_crystal_2,upgrade,3,1,11905,,,,,,SHARED_HINTSTRINGS/AETHER_CRYSTAL_2,SHARED_HINTSTRINGS/AETHER_CRYSTAL_2_DESC,jup_ui_icon_loot_crystal_epic,ui_zm_core_purchase_success,,,1,aethercrystal,,1,,,,,,,,,,,ping_pickup_generic,,,
item,obloot_aether_crystal_3,upgrade,3,1,11906,,,,,,SHARED_HINTSTRINGS/AETHER_CRYSTAL_3,SHARED_HINTSTRINGS/AETHER_CRYSTAL_3_DESC,jup_ui_icon_loot_crystal_legendary,ui_zm_core_purchase_success,,,1,aethercrystal,,1,,,,,,,,,,,ping_pickup_generic,,,
ping_pickup_generic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ping_pickup_generic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,ping_pickup_generic,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,ping_pickup_generic,,,,,,,,,,,,,,,,,,,,,,,,,
item,brloot_armor_plate,health,2,1,8372,,,equip_armorplate,,,EQUIPMENT/ARMOR_PLATE_BR,,ui_mp_br_loot_icon_health_armor_plates,,3,2,5,armor_plate,,1,,2,,,,,,,,,ping_pickup_generic,,,
item,brloot_plate_carrier_2,plate_carrier,2,1,8554,small&loadout,,,,,MP/BR_PLATE_CARRIER_2,,ui_mp_br_loot_icon_health_armor_satchel,,,,10,brloot_plate_carrier_2,,,,,,,,,,,,,,,,
item,brloot_plate_carrier_3,plate_carrier,3,1,8410,small&loadout,,,,,MP/BR_PLATE_CARRIER_3,,ui_mp_br_loot_icon_health_armor_satchel,br_legendary_loot_pickup,,,10,brloot_plate_carrier_3,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
